month,nstockprice,recession,gz_spr,ebp,npgas,rvfactor,umcsent_cargas
2002.083333,1100.67,0,2.961224935,0.724498872,32.097,1,1
2002.166667,1153.79,0,2.611841097,0.210763003,34.689,1,1
2002.25,1111.93,0,2.649129283,0.347812234,37.25,1,2
2002.333333,1079.25,0,2.726610972,0.452801849,37.474,1,1
2002.416667,1014.02,0,3.265783129,0.897449583,37.57,1,1
2002.5,903.59,0,4.056211768,1.507387181,38.114,1,0
2002.583333,912.55,0,3.950436101,1.423163463,38.498,1,0
2002.666667,867.81,0,4.263469867,1.592943415,38.754,1,1
2002.75,854.63,0,4.326206688,1.398253152,40.482,1,2
2002.833333,909.93,0,3.754212247,0.984480013,40.194,1,1
2002.916667,899.18,0,3.659438965,0.866123702,40.066,1,1
2003,895.84,0,3.56449813,0.837336192,44.034,1,2
2003.083333,837.03,0,3.424693418,0.61871884,47.778,1,7
2003.166667,846.63,0,3.18816954,0.102525763,47.33,1,8
2003.25,890.03,0,2.712800477,0.028245638,42.946,1,4
2003.333333,935.96,0,2.7948866,-0.535942271,38.306,1,2
2003.416667,988.00,0,2.533496597,-0.413567223,38.562,1,0
2003.5,992.54,0,2.429864506,-1.134162559,40.226,1,1
2003.583333,989.53,0,2.396177615,-0.228122005,43.938,1,1
2003.666667,1019.44,0,2.416966188,-0.586320301,47.074,1,2
2003.75,1038.73,0,2.108741771,-0.548367954,44.002,1,2
2003.833333,1049.90,0,2.000905921,-0.588574586,43.746,1,1
2003.916667,1080.64,0,1.912280741,-0.547872292,44.834,1,0
2004,1132.52,0,1.801958527,-0.733257785,47.65,1,1
2004.083333,1143.36,0,1.917998933,-0.354770612,48.514,1,1
2004.166667,1123.98,0,1.929803854,-0.546593224,48.578,1,4
2004.25,1133.36,0,1.761820116,-0.792922905,47.266,1,7
2004.333333,1102.78,0,1.909330671,-0.403057012,49.698,1,8
2004.416667,1132.76,0,1.816400699,-0.40926266,51.522,1,15
2004.5,1105.85,0,1.74787947,-0.339698732,50.882,1,7
2004.583333,1088.94,0,1.90185564,-0.421722881,50.69,1,9
2004.666667,1117.66,0,1.767308798,-0.57142764,51.81,1,6
2004.75,1117.21,0,1.77855335,-0.533961515,55.554,1,5
2004.833333,1168.94,0,1.552260173,-0.693362815,57.602,1,8
2004.916667,1199.21,0,1.484170891,-0.74621778,56.61,1,2
2005,1181.41,0,1.744385744,-0.717183134,53.506,1,1
2005.083333,1199.63,0,1.566774716,-0.985307766,56.066,1,3
2005.166667,1194.90,0,1.861619745,-0.696730586,56.93,1,11
2005.25,1164.43,0,2.14675869,-0.440249749,58.114,1,18
2005.333333,1178.28,0,2.116876475,-0.353311973,55.49,1,16
2005.416667,1202.25,0,1.9655318,-0.504539456,55.81,1,10
2005.5,1222.24,0,1.722951093,-0.608521799,61.122,1,9
2005.583333,1224.27,0,1.84072967,-0.580425494,67.363,1,8
2005.666667,1225.92,0,1.833216632,-0.506866737,81.091,1,20
2005.75,1191.96,0,1.919488454,-0.35479923,76.387,1,23
2005.833333,1237.37,0,1.889701097,-0.359024564,65.507,1,15
2005.916667,1262.07,0,1.963874637,-0.322566285,64.419,1,9
2006,1278.73,0,1.825123064,-0.374677602,68.547,1,10
2006.083333,1276.65,0,1.7482777,-0.356317695,67.619,1,9
2006.166667,1293.74,0,1.716908409,-0.444281489,66.979,1,9
2006.25,1302.17,0,1.637401511,-0.478798086,72.035,1,15
2006.333333,1290.01,0,1.651492199,-0.379804472,73.155,1,25
2006.416667,1253.17,0,1.75784896,-0.401524746,73.443,1,15
2006.5,1260.24,0,1.801505403,-0.301274805,78.915,1,13
2006.583333,1287.15,0,1.82986004,-0.302941715,81.251,1,17
2006.666667,1317.74,0,1.825991872,-0.382671046,71.203,1,14
2006.75,1363.38,0,1.733945147,-0.394774533,63.363,1,9
2006.833333,1388.64,0,1.709346648,-0.379800947,62.691,1,7
2006.916667,1416.42,0,1.603699582,-0.512353999,67.907,1,5
2007,1424.16,0,1.518775968,-0.560455019,66.039,1,6
2007.083333,1444.80,0,1.542073005,-0.569588363,67.008,1,6
2007.166667,1406.95,0,1.603216178,-0.378817988,71.633,1,6
2007.25,1463.64,0,1.57290654,-0.381301173,73.745,1,9
2007.333333,1511.14,0,1.481038079,-0.625364602,77.286,1,15
2007.416667,1514.19,0,1.64491012,-0.408830773,77.528,1,18
2007.5,1520.71,0,2.153613445,0.00404459,77.866,1,14
2007.583333,1454.62,0,2.319937733,0.130176681,76.012,1,9
2007.666667,1497.12,0,2.272737574,0.048306206,78.621,1,7
2007.75,1539.66,0,2.218584621,-0.022783165,79.152,1,5
2007.833333,1463.39,0,2.787202547,0.313745979,86.215,1,9
2007.916667,1479.22,0,2.87684183,0.475002413,87.216,1,13
2008,1378.76,1,3.303846631,0.698880936,87.836,1,9
2008.083333,1354.87,1,3.574842413,0.916821377,89.092,1,8
2008.166667,1316.94,1,3.802021363,1.118008678,90.099,1,13
2008.25,1370.47,1,3.292007029,0.62130261,89.293,1,14
2008.333333,1403.22,1,3.134419101,0.639196953,93.569,1,22
2008.416667,1341.25,1,3.469069102,0.768902038,103.876,1,24
2008.5,1257.33,1,3.707160474,1.02878751,107.749,1,23
2008.583333,1281.47,1,3.847522865,1.213858374,102.887,1,17
2008.666667,1216.95,1,4.828430873,1.717174603,103.403,1,15
2008.75,968.80,1,7.234439697,3.323336983,89.714,1,11
2008.833333,883.04,1,7.932643165,2.980224429,62.284,1,4
2008.916667,877.56,1,7.739286571,3.17459619,50.295,1,3
2009,865.58,1,6.454863951,2.71112685,52.127,1,3
2009.083333,805.23,1,6.260474692,3.123509277,56.095,1,2
2009.166667,757.13,1,6.362042373,2.664608371,53.585,1,2
2009.25,848.15,1,5.4597081,2.186888294,54.058,1,3
2009.333333,902.41,1,4.859145564,1.306735432,56.701,1,1
2009.416667,926.12,1,4.226790891,0.876994783,68.148,1,1
2009.5,935.82,0,3.609787167,0.27228728,67.75,1,3
2009.583333,1009.73,0,3.4199964,0.033900909,71.594,1,3
2009.666667,1044.55,0,3.018140774,0.007558506,72.435,1,2
2009.75,1067.66,0,2.918980059,-0.171167363,73.205,1,2
2009.833333,1088.07,0,2.895494676,-0.042039022,76.361,1,2
2009.916667,1110.38,0,2.464178707,-0.533664705,75.892,1,1
2010,1123.58,0,2.461578603,-0.215407112,77.49,1,1
2010.083333,1089.16,0,2.48306557,-0.020185446,75.593,1,1
2010.166667,1152.05,0,2.270173833,-0.186935356,74.745,1,2
2010.25,1197.32,0,2.159392945,-0.305740278,74.637,1,2
2010.333333,1125.06,0,2.624325975,-0.172316854,73.173,1,3
2010.416667,1083.36,0,2.756887304,0.006140911,71.631,1,3
2010.5,1079.80,0,2.594661729,0.156510407,73.518,1,2
2010.583333,1087.28,0,2.764637881,-0.319058414,74.666,1,2
2010.666667,1122.08,0,2.583217594,-0.0265924,75.641,1,0
2010.75,1171.58,0,2.461611151,0.000593758,80.136,1,2
2010.833333,1198.89,0,2.452929284,-0.148504706,82.249,1,1
2010.916667,1241.53,0,2.263929539,-0.441264889,86.923,1,1
2011,1282.62,0,2.155864649,-0.010317332,88.43,1,4
2011.083333,1321.12,0,2.035437264,-0.287449469,89.896,1,3
2011.166667,1304.49,0,2.000426138,-0.333037579,94.757,1,8
2011.25,1331.51,0,2.012701865,-0.277149705,99.549,1,9
2011.333333,1338.31,0,2.09904746,-0.144612452,101.012,1,8
2011.416667,1287.29,0,2.191259361,-0.019712069,97.735,1,6
2011.5,1325.19,0,2.256820037,-0.063803418,97.875,1,5
2011.583333,1185.31,0,2.880339036,-0.109630223,98.283,1,3
2011.666667,1173.88,0,3.15746167,0.401436918,99.192,1,3
2011.75,1207.22,0,2.851883681,-0.132813131,98.186,1,3
2011.833333,1226.42,0,3.033309619,0.476918937,99.109,1,2
2011.916667,1243.32,0,2.918908735,0.244761599,96.635,1,2
2012,1300.58,0,2.7988655,0.158990823,98.323,1,3
2012.083333,1352.49,0,2.542406446,0.0342546,101.658,1,3
2012.166667,1389.24,0,2.469248067,-0.378885389,102.501,1,6
2012.25,1386.43,0,2.560943414,-0.194127444,102.535,1,6
2012.333333,1341.27,0,2.83704635,-0.124985921,97.576,1,4
2012.416667,1323.48,0,2.786650401,0.133443633,93.662,1,3
2012.5,1359.78,0,2.636340834,-0.039188433,92.404,1,3
2012.583333,1403.45,0,2.581252696,-0.225426783,99.682,1,5
2012.666667,1443.42,0,2.445199144,-0.174963052,105.026,1,2
2012.75,1437.82,0,2.290928052,-0.196742585,106.817,1,4
2012.833333,1394.51,0,2.379256214,-0.065188127,101.291,1,2
2012.916667,1422.29,0,2.273024048,-0.182169967,98.478,1,2
2013,1480.40,0,2.15299613,-0.101999251,98.622,1,2
2013.083333,1512.31,0,2.194011581,-0.041573259,105.733,1,4
2013.166667,1550.83,0,2.168646888,-0.110816947,99.736,1,2
2013.25,1570.70,0,2.109106433,-0.140529395,94.899,1,2
2013.333333,1639.84,0,2.01784309,-0.522166049,94.184,1,2
2013.416667,1618.77,0,2.195094366,-0.389765541,95.752,1,2
2013.5,1668.68,0,2.068668598,-0.021931019,95.963,1,2
2013.583333,1670.09,0,2.056505793,-0.125535939,97.482,1,2
2013.666667,1687.17,0,2.109696823,-0.147091698,95.607,1,0
2013.75,1720.03,0,2.025151636,-0.032178096,95.066,1,1
2013.833333,1783.54,0,1.964197741,-0.00069547,95.548,1,2
2013.916667,1807.78,0,1.814380203,-0.155496195,97.482,1,0
2014,1822.36,0,1.8736809,-0.320842824,99.149,1,0
2014.083333,1817.04,0,1.768325358,-0.218985439,98.111,1,1
2014.166667,1863.52,0,1.717771946,-0.294117117,96.565,1,1
2014.25,1864.26,0,1.661347841,-0.378393324,98.232,1,2
2014.333333,1889.77,0,1.661110027,-0.391812605,96.926,1,3
2014.416667,1947.09,0,1.630694531,-0.324179434,97.254,1,3
2014.5,1973.10,0,1.688700607,-0.341140227,96.446,1,2
2014.583333,1961.53,0,1.69728505,-0.32637829,94.866,1,1
2014.666667,1993.23,0,1.837743182,-0.243688329,92.343,1,1
2014.75,1937.27,0,1.951236109,-0.236568661,89.583,1,1
2014.833333,2044.57,0,2.105508298,0.033620312,84.403,1,1
2014.916667,2054.27,0,2.202424466,0.051620046,76.809,1,0
2015,2028.18,0,2.284409346,-0.083557156,64.354,1,2
2015.083333,2082.20,0,2.029995132,-0.337426859,66.637,1,1
2015.166667,2079.99,0,2.141996166,-0.170261063,69.101,1,1
2015.25,2094.86,0,2.109846734,-0.020667164,68.094,1,1
2015.333333,2111.94,0,2.117868237,0.03223115,72.448,1,1
2015.416667,2099.29,0,2.236107039,0.13398664,74.228,1,1
2015.5,2094.14,0,2.37177236,0.190812508,74.479,1,1
2015.583333,2039.87,0,2.493664144,0.390314123,72.523,1,2
2015.666667,1944.41,0,2.700883953,0.524026985,64.916,1,1
2015.75,2024.81,0,2.477360866,0.414488912,64.058,1,1
2015.833333,2080.62,0,2.527894885,0.496773995,63.942,1,0
2015.916667,2054.08,0,2.747828015,0.671840384,61.303,1,2
2016,1918.60,0,3.144125115,0.910132534,58.286,1,0
2016.083333,1904.42,0,3.153497623,0.937045593,52.302,1,1
2016.166667,2021.95,0,2.730603743,0.565398294,56.266,1,1
2016.25,2075.54,0,2.450737476,0.217142993,59.328,1,1
2016.333333,2065.55,0,2.421499333,0.229742097,60.292,1,2
2016.416667,2083.89,0,2.520118933,0.02894311,63.14,1,0
2016.5,2148.90,0,2.325980507,-0.024103894,59.653,1,0
2016.583333,2170.95,0,2.14689632,-0.031186002,59.088,1,0
2016.666667,2157.69,0,2.122895713,-0.098086789,61.017,1,1
2016.75,2143.02,0,1.933656079,-0.081091194,63.559,1,2
2016.833333,2164.99,0,1.832904848,-0.78331065,64.003,1,1
2016.916667,2246.63,0,1.695774288,-0.259105264,66.232,1,1
2017,2275.12,0,1.657264423,-0.202226842,70.087,1,1
2017.083333,2329.91,0,1.600376097,-0.199894865,68.31,1,1
2017.166667,2366.82,0,1.635301309,-0.187337547,67.484,1,0
2017.25,2359.31,0,1.622270056,-0.132893421,67.876,1,0
2017.333333,2395.35,0,1.586378018,-0.182983746,63.826,1,0
2017.416667,2433.99,0,1.565927806,-0.142555097,62.948,1,1
2017.5,2454.10,0,1.508630446,-0.165068784,61.478,1,0
2017.583333,2456.22,0,1.646811234,-0.077585318,65.199,1,0
2017.666667,2492.84,0,1.51095861,-0.27959677,72.745,1,2
2017.75,2557.00,0,1.451541739,-0.22352993,70.43,1,1
2017.833333,2593.61,0,1.452059295,-0.156036965,74.555,1,0
2017.916667,2664.34,0,1.415193864,-0.221477015,73.346,1,1
2018,2789.80,0,1.281548121,-0.427719029,76.089,1,1
2018.083333,2705.16,0,1.37638794,-0.267838709,76.98,1,0
2018.166667,2702.77,0,1.534723919,-0.131263845,75.021,1,1
2018.25,2653.63,0,1.448315699,-0.319603283,77.031,1,0
2018.333333,2701.49,0,1.532379209,-0.22928143,77.745,1,2
2018.416667,2754.35,0,1.619485486,-0.004109638,78.257,1,2
2018.5,2793.64,0,1.482229732,-0.160650275,77.109,1,2
2018.583333,2857.82,0,1.534934471,-0.111691728,78.452,1,1
2018.666667,2901.50,0,1.428561311,-0.20616873,79.439,1,0
2018.75,2785.46,0,1.589275248,-0.015292039,81.809,1,1
2018.833333,2723.23,0,1.790199544,0.122560388,78.397,1,0
2018.916667,2567.31,0,2.081915828,0.328326453,71.955,1,1
2019,2607.39,0,1.830679158,0.165674842,68.578,1,1
2019.083333,2754.86,0,1.645022037,0.053174633,70.105,1,1
2019.166667,2803.98,0,1.673973061,-0.144861011,74.544,1,1
2019.25,2903.80,0,1.575276784,-0.015178891,79.416,1,1
2019.333333,2854.71,0,1.815570007,-0.035207712,77.565,1,2
2019.416667,2890.17,0,1.687238366,-0.002451548,74.031,1,1
2019.5,2996.11,0,1.630831506,-0.056016062,74.559,1,2
2019.583333,2897.50,0,1.815968497,-0.178440697,72.923,1,1
2019.666667,2982.16,0,1.724665273,-0.268057016,72.927,1,1
2019.75,2977.68,0,1.707635408,-0.255941592,75.787,1,2
2019.833333,3104.90,0,1.635058023,-0.208337547,77.377,1,1
2019.916667,3176.75,0,1.481790334,-0.311670662,77.457,1,0
2020,3278.20,0,1.664900671,-0.276519501,77.209,1,2
2020.083333,3277.31,0,1.988265298,-0.187529706,73.954,1,0
2020.166667,2652.39,1,3.847829271,1.168676906,66.944,1,1
2020.25,2761.98,1,2.904388562,0.636401621,54.221,1,0
2020.333333,2919.62,0,2.536631432,0.394974481,51.556,1,0
2020.416667,3104.66,0,2.339384278,0.037083021,56.779,1,0
2020.5,3207.62,0,2.043503949,-0.180439055,59.429,1,0
2020.583333,3391.71,0,1.962798036,-0.284486026,60.685,1,0
2020.666667,3365.52,0,2.069222906,-0.003324532,61.674,1,0
2020.75,3418.70,0,1.951790347,-0.206449131,62.095,1,0
2020.833333,3548.99,0,1.681050388,-0.476567345,62.386,1,0
2020.916667,3695.31,0,1.496602933,-0.504899507,65.615,1,1
2021,3793.75,0,1.456597235,-0.655181157,70.461,1,0
2021.083333,3883.43,0,1.395513688,-0.960068809,74.961,1,1
2021.166667,3910.51,0,1.334606287,-0.747889976,81.802,1,3
2021.25,4141.18,0,1.271706781,-0.489938978,80.72,1,2
2021.333333,4167.85,0,1.26568378,-0.42531641,80.16,1,3
2021.416667,4238.49,0,1.186659788,-0.590172386,82.197,1,1
2021.5,4363.71,0,1.254698851,-0.562838957,84.177,1,1
2021.583333,4454.21,0,1.263879617,-0.470338728,86.503,1,2
2021.666667,4493.28,0,1.191291555,-0.65363365,87.568,1,1
2021.75,,0,1.193348204,-0.535177781,92.884,1,1
2021.833333,,0,,,,,
2021.916667,,,,,,,
